RecipeId,Barcode,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,extracted_image_urls,extracted_ingredients
1445.0,*1445*,Krakelingen (Butter Cookies in the Shape of 8),1664.0,Duane and Ginger Va,PT7M,PT0S,PT7M,1999-09-03T19:19:00Z,"I live in Holland, Michigan and these are just a few of the &quot;traditional&quot;  recipes I've collected from people I know who probably brought them from &quot;the old country.&quot;","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/45/TytjhcasTT6jU1a8hDwZ_Krakelingen.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/45/TytjhcasTT6jU1a8hDwZ_Krakelingen.jpg"")",Dessert,"c(""Cookie & Brownie"", ""< 15 Mins"", ""Oven"", ""Easy"")","c(""2"", ""4"", ""1/2"", NA)","c(""butter"", ""flour"", ""water"", ""sugar"")",,,70.5,5.2,3.2,13.6,45.2,5.3,0.2,0.0,0.8,,72 cookies,"c(""Cut butter into flour."", ""Gradually stir in water forming a dough similar to pastry."", ""Cover and refrigerate overnight."", ""Preheat oven to 375°F"", ""Cut dough in half."", ""Sprinkle countertop or board with sugar to prevent dough from sticking."", ""As you roll dough out into an oval, sprinkle sugar on top as needed to prevent from sticking to rolling pin."", ""With a table knife cut 1/2-3/4\"" wide strip, connect ends, and twist into a figure eight."", ""Place on ungreased cookie sheet."", ""Bake until slightly golden brown on bottom.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/45/TytjhcasTT6jU1a8hDwZ_Krakelingen.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/45/TytjhcasTT6jU1a8hDwZ_Krakelingen.jpg']","['butter', 'flour', 'water', 'sugar']"
1522.0,*1522*,"""Chicken",1601.0,Gilcat2,PT35M,PT0S,PT35M,1999-08-25T05:41:00Z,"Make and share this ""Chicken recipe from Food.com.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/picmcIroO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/pic9d1npr.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/piczVcaDJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/picxmGWnW.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Black Beans"", ""Beans"", ""Meat"", ""Mexican"", ""Healthy"", ""< 60 Mins"", ""Oven"")","c(""3/4"", ""3"", ""2"", ""1 1/2"", ""1"", ""1"", ""1/4"", ""1/2"", ""1 1/2"", ""1"", ""6"")","c(""boneless skinless chicken breast half"", ""bacon"", ""garlic cloves"", ""red bell pepper"", ""cumin"", ""salt"", ""green onion"", ""monterey jack cheese"", ""black beans"", ""flour tortillas"")",5.0,24.0,645.2,21.2,8.6,64.2,1464.4,78.0,10.0,5.4,35.2,6.0,,"c(""Julienne chicken."", ""Saute bacon until crisp, reserving 2 Tbsp drippings."", ""Saute  chicken and garlic in drippings until chicken is opaque. Add 1/2 cup picante  sauce, beans, red bell pepper, cumin and salt. Simmer 7-8 minutes, until thick."", ""Stir in green onions and crumbled bacon."", ""Top each tortilla with 1/4 cup  chicken mixture and 1 Tbsp cheese. Roll up and place in baking dish."", ""Top with  remaining 1 cup picante sauce. Bake at 350F for 15 minutes."", ""Top with  remaining cheese and bake 3 minutes more.   - - - - - - - - - - - - - - - - - -.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/picmcIroO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/pic9d1npr.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/piczVcaDJ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/22/picxmGWnW.jpg']","['boneless skinless chicken breast half', 'bacon', 'garlic cloves', 'red bell pepper', 'cumin', 'salt', 'green onion', 'monterey jack cheese', 'black beans', 'flour tortillas']"
1540.0,*1540*,Vegetable Fried Rice,1567.0,elly9812,,PT20M,PT20M,1999-08-12T07:00:00Z,Make and share this Vegetable Fried Rice recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picPvKvho.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picqTDYec.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picpjHWbs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picak0Ffq.jpg"")",Rice,"c(""Vegetable"", ""Healthy"", ""Free Of..."", ""< 30 Mins"")","c(""1/4"", ""3"", ""1/2"", ""6"", NA, ""2"", ""1"", ""1"", ""1/2"", ""4"")","c(""light soy sauce"", ""rice wine"", ""dry sherry"", ""salt"", ""garlic"", ""eggs"", ""carrot"", ""red bell pepper"", ""rice"")",4.0,5.0,970.8,24.0,4.5,93.0,1383.7,162.0,4.7,3.2,19.3,4.0,,"c(""Combine the ingredients for the sauce in a small bowl."", ""Mix to blend well and set  aside. Place a small skillet over medium heat. When it begins to smoke, add 2  tablespoons of peanut oil and the lightly beaten eggs."", ""Stir until the eggs are  firm but moist. Transfer the eggs from the skillet to a small bowl and break  them into small curds."", ""Set aside. Bring 1 quart of water to a boil in a small  saucepan."", ""Add the carrot and boil 1 minute. Drain and rinse in cold water."", ""Drain  again and reserve. Place a wok over medium-high heat. When it begins to smoke,  add the remaining 1/4 cup of peanut oil and the garlic. Stir briefly."", 
""Add the  carrots, celery, red pepper, and peas."", ""Stir-fry 1 minute. Stir in the rice and  stir-fry 1 minute. Pour in the sauce and cook until the rice is heated through,  about 5 minutes, stirring frequently."", ""Serve hot."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picPvKvho.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picqTDYec.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picpjHWbs.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/40/picak0Ffq.jpg']","['light soy sauce', 'rice wine', 'dry sherry', 'salt', 'garlic', 'eggs', 'carrot', 'red bell pepper', 'rice']"
1559.0,*1559*,Lemon Garlic Roast Chicken,1551.0,Sean Coate,PT45M,PT15M,PT1H,1999-09-15T05:50:00Z,Make and share this Lemon Garlic Roast Chicken recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picD4eVbs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picC3HCk6.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picqxmG9i.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/pictz0Rfx.jpg"")",Whole Chicken,"c(""Chicken"", ""Poultry"", ""Meat"", ""Roast"", ""< 60 Mins"", ""Oven"")","c(""1"", ""1"", ""3"", ""1"", NA, ""2"")","c(""chicken"", ""lemon"", ""garlic"", ""dried fine herb"", ""lemon juice"")",4.5,18.0,252.2,17.4,5.0,86.2,80.9,1.4,0.3,0.3,21.6,8.0,,"c(""Season chicken with herbs, salt and pepper."", ""Place 1/2 of lemon slices and 2/3 of  garlic in roasting pan."", ""Loosen chicken skin over breasts; push remaining lemon  and garlic slices under the skin."", ""Place chicken over lemon and garlic in pan."", ""Sprinkle with lemon juice. Roast at 400 F for approximately 45 minutes per kg.  or until juices run clear when chicken is pierced with a fork."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picD4eVbs.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picC3HCk6.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/picqxmG9i.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/59/pictz0Rfx.jpg']","['chicken', 'lemon', 'garlic', 'dried fine herb', 'lemon juice']"
1578.0,*1578*,Slavinken,1603.0,Carol H,,PT0S,PT0S,1999-09-08T09:55:00Z,Make and share this Slavinken recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/78/picilmBlT.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/78/picQCnVO0.jpg"")",< 15 Mins,,"c(""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""2"", ""12"", ""8"")","c(""salt"", ""mace"", ""pepper"", ""nutmeg"", ""bacon"")",5.0,1.0,125.4,11.1,3.7,16.3,806.2,2.9,0.3,0.2,3.3,4.0,,"c(""Mix the pork, salt, spices and bread crumbs well."", ""Form 4 cylinder-shaped  rolls."", ""For each roll, place 2 slices of bacon parallel on the counter."", ""Roll the bacon slices around the meat roll, then fold a third slice of  bacon lengthwise around the meat roll to cover the ends."", ""Fasten this slice  with 2 toothpicks, 1 at each end."", ""Place the bacon rolls on a cookie sheet.   Bake in a preheated oven at 350 degrees F."", ""for 1/2 hour."", ""Remove  toothpicks and serve.   - - - - - - - - - - - - - - - - - -  NOTES : Slavinken are traditionally served with boiled potatoes and  vegetables such as cauliflower, peas, spinach or endive and, of course, a  Dutch-style salad."", 
""MasterCook Formatted by Carol H."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/78/picilmBlT.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/78/picQCnVO0.jpg']","['salt', 'mace', 'pepper', 'nutmeg', 'bacon']"
1587.0,*1587*,Cafe Diablo,1737.0,Teddi2,,PT0S,PT0S,1999-08-30T14:01:00Z,Make and share this Cafe Diablo recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/87/pic0bMKrl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/87/picDwzIYx.jpg"")",Beverages,"""< 15 Mins""","c(""8"", ""1/3"", ""1/2"", ""2"", ""1"", ""1"", ""1"", ""1/4"", NA, ""8"")","c(""water"", ""dark brown sugar"", ""baking chocolate"", ""whole cloves"", ""cinnamon stick"", ""regular grind coffee"", ""vanilla"", ""brandy"")",5.0,1.0,992.9,8.7,5.0,0.0,103.1,144.3,3.8,136.5,2.3,1.0,,"c(""Heat water, brown sugar, chocolate, cloves, and cinnamon to boiling in  3-quart saucepan; reduce heat. Simmer, uncovered, for 15 minutes."", ""Stir  in coffee. Remove from heat; cover and let stand 5 minutes."", ""Stir in  vanilla."", ""Strain coffee through 4 thicknesses of cheesecloth."", ""Keep hot in saucepan after straining."", ""Heat brandy  just until warm in small, long-handled saucepan."", ""Remove from heat;  ignite. Pour flaming brandy over coffee. Allow flame to burn out; stir."", ""Pour coffee into cups or mugs."", 
""Top each with whipped cream and 1 Tbsp  liqueur."", ""Garnish with cinnamon stick, if desired."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/87/pic0bMKrl.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/87/picDwzIYx.jpg']","['water', 'dark brown sugar', 'baking chocolate', 'whole cloves', 'cinnamon stick', 'regular grind coffee', 'vanilla', 'brandy']"
1591.0,*1591*,Grilled Lemon Chicken,1551.0,Sean Coate,PT15M,PT45M,PT1H,1999-09-15T05:50:00Z,Make and share this Grilled Lemon Chicken recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picM4yih3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picIJTLDy.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picUDBOqS.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""< 60 Mins"", ""Easy"")","c(""1/4"", ""1/4"", ""2"", ""6"")","c(""fresh lemon juice"", ""extra virgin olive oil"", ""lemon pepper seasoning mix"", ""chicken cutlets"")",4.5,5.0,123.2,13.5,1.9,0.0,0.4,1.3,0.1,0.4,0.1,4.0,,"c(""Preheat the broiler or BBQ grill."", ""In a low, flat dish stir together the  lemon juice, oil and Lemon Pepper Seasoning Mix."", ""Add the chicken breasts,  and marinate in the refrigerator for 30 to 45 minutes."", ""Grill over hot  coals or broil for 4 minutes on each side, or until done. Serve hot or at  room temperature.   - - - - - - - - - - - - - - - - - -"")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picM4yih3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picIJTLDy.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/91/picUDBOqS.jpg']","['fresh lemon juice', 'extra virgin olive oil', 'lemon pepper seasoning mix', 'chicken cutlets']"
1662.0,*1662*,Diabetic Carrot-Raisin Salad,1534.0,Tonkcats,PT2H,PT5M,PT2H5M,1999-09-30T06:32:00Z,Make and share this Diabetic Carrot-Raisin Salad recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picSxaxHK.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picfjw0SO.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picKXRIl5.jpg"")",Pineapple,"c(""Tropical Fruits"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 4 Hours"", ""Easy"")","c(""2"", ""1"", ""1/2"", ""1"")","c(""carrots"", ""unsweetened pineapple"", ""raisins"", ""plain low-fat yogurt"")",3.0,3.0,78.1,0.7,0.3,1.9,49.2,17.1,1.7,12.5,2.5,7.0,,"c(""Combine carrots, pineapple and raisins; mix well."", ""Chill  for 2 to 3 hours."", ""Stir in yogurt and serve on lettuce leaf, if  desired."", ""Serving may be  exchanged for 1 fruit and 1 vegetable."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picSxaxHK.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picfjw0SO.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/62/picKXRIl5.jpg']","['carrots', 'unsweetened pineapple', 'raisins', 'plain low-fat yogurt']"
1809.0,*1809*,Zucchini Quiche,1621.0,Quick n Easy Recipes,PT35M,PT30M,PT1H5M,1999-10-05T12:06:00Z,Make and share this Zucchini Quiche recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/09/picmL6iSA.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/09/picgh2UnA.jpg"")",Savory Pies,"c(""Breakfast"", ""Vegetable"", ""European"", ""Oven"", ""< 4 Hours"")","c(""1 1/2"", ""1"", ""1/2"", ""1/4"", ""4"", ""1/2"", ""1"", ""1/4"", NA)","c(""zucchini"", ""onion"", ""sharp cheddar cheese"", ""swiss cheese"", ""eggs"", ""half-and-half"", ""flour"", ""salt"", ""black pepper"")",4.5,39.0,247.4,17.8,10.5,141.5,325.4,6.6,1.1,3.2,15.8,8.0,,"c(""Saute onion in butter until golden."", ""Mix cheese with zucchini and onion."", ""Add the remaining ingredients, Mix well."", ""Pour into a 9-inch greased pie plate. (No crust  needed!)"", ""Bake at 350 degrees for about 30-35 minutes or until center is set."", ""Serve with a salad for a light meal."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/09/picmL6iSA.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/09/picgh2UnA.jpg']","['zucchini', 'onion', 'sharp cheddar cheese', 'swiss cheese', 'eggs', 'half-and-half', 'flour', 'salt', 'black pepper']"
1823.0,*1823*,Bacon Biscuits,1543.0,Doreen Randal,,PT0S,PT0S,1999-10-05T04:12:00Z,Make and share this Bacon Biscuits recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picxgIXGB.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picnsgvSe.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picqxjiXw.jpg"")",Breads,"c(""High In..."", ""< 15 Mins"", ""Oven"")","c(""2"", ""2"", ""1"", ""2"", ""2/3"", ""1"", ""2"")","c(""bacon"", ""butter"", ""cheddar cheese"", ""flour"", ""salt"", ""cheese"")",5.0,4.0,1384.5,104.0,58.2,437.4,1768.1,70.2,2.3,0.6,42.1,,1 batch,"c(""Remove rind from bacon, fry until golden on both sides, chop finely."", ""Beat butter until creamy, add egg yolk, mix well."", ""Add grated cheese, mix well."", ""Add sifted flour and salt, mix to a firm dough; wrap in plastic wrap and refrigerate 30 minutes."", ""Roll dough out on a lightly floured surface to 1/8 inch thick."", ""Cut into rounds with a 1 1/2 inch fluted cutter."", ""Put rounds on greased oven trays, sprinkle with bacon and extra cheese.  Bake in moderate oven 10 - 12 minutes or until golden."", 
""Allow to cool on a wire rack."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picxgIXGB.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picnsgvSe.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/23/picqxjiXw.jpg']","['bacon', 'butter', 'cheddar cheese', 'flour', 'salt', 'cheese']"
1832.0,*1832*,Chinese Kung Pao Chicken,1612.0,JANIC412,PT10M,PT25M,PT35M,1999-10-06T05:22:00Z,Make and share this Chinese Kung Pao Chicken recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/piclUJZ9i.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/picdiptbQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/picMsqnEr.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""Chinese"", ""Asian"", ""< 60 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""1"", ""8"", ""1"", ""1"", ""2"", ""1"", ""4"", ""2"", ""2"", ""2"", ""2"", ""2 -3"", ""2 -3"", ""1"", ""1/2"")","c(""boneless skinless chicken breast"", ""cornstarch"", ""white pepper"", ""soy sauce"", ""green pepper"", ""onion"", ""celery"", ""sliced water chestnuts"", ""soy sauce"", ""dry sherry"", ""sugar"", ""hoisin sauce"", ""oyster sauce"", ""roasted unsalted peanuts"")",5.0,8.0,537.1,23.0,3.7,97.2,2179.0,38.9,6.0,18.0,44.2,,,"c(""Cut chicken into bite size pieces."", ""Combine egg white, corn starch, pepper and soy sauce in a glass bowl."", ""Add chicken pieces mixing to coat well."", ""Cover and refrigerate 30 minutes."", ""Vegetables: Set aside prepared vegetables."", ""Sauce: Mix all sauce ingredients in a glass bowl and set aside. ) In a wok or large frying pan, stir fry the red peppers in the 1 Tbsp peanut oil over med.-high heat until the peppers are almost golden brown."", ""Add chicken mixture and stir-fry until the chicken is almost cooked through-add the vegetables and stir-fry a couple of minutes."", 
""Add the sauce mixture and heat for a minute or so."", ""Serve over rice and sprinkle peanuts over each serving."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/piclUJZ9i.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/picdiptbQ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/32/picMsqnEr.jpg']","['boneless skinless chicken breast', 'cornstarch', 'white pepper', 'soy sauce', 'green pepper', 'onion', 'celery', 'sliced water chestnuts', 'soy sauce', 'dry sherry', 'sugar', 'hoisin sauce', 'oyster sauce', 'roasted unsalted peanuts']"
1940.0,*1940*,Fantastic Focaccia Bread,47510.0,Dreamgoddess,PT35M,PT10M,PT45M,1999-10-08T06:05:00Z,"This is one of my adopted recipes.  I haven't made this one yet, but am looking forward to trying it.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picbuiqMv.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picviQvZx.jpg"")",Breads,"c(""< 60 Mins"", ""Oven"")","c(""1"", ""2"", ""2"", ""2/3"", ""2"", ""2"")","c(""garlic cloves"", ""mozzarella cheese"", ""romano cheese"", ""oregano"", ""plum tomatoes"")",5.0,4.0,925.0,65.7,39.2,236.1,2093.8,14.2,1.9,6.1,69.3,,1 Pie,"c(""Preheat oven to 375."", ""Dip dough and a rolling pin in flour and evenly roll dough into a 12 inch circle. Use a 13\"" baking stone if possible."", ""Spread garlic evenly over crust."", ""Take half of the Romano cheese and one cup of the Mozzarella and one teaspoon of the oregano and sprinkle over the crust."", ""Slice the tomatoes thinly and layer across."", ""Sprinkle remaining ingredients over tomatoes."", ""Bake 30-35 minutes."", ""Cut and serve."", ""Makes 8 slices."", ""Courtesy of the Pampered Chef."", ""Typos by Jayne Oake."", 
""MMMMM."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picbuiqMv.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/19/40/picviQvZx.jpg']","['garlic cloves', 'mozzarella cheese', 'romano cheese', 'oregano', 'plum tomatoes']"
2056.0,*2056*,Baked Acorn Squash With Spicy Maple Syrup,1821.0,Candie Yoder,PT45M,PT5M,PT50M,1999-10-11T18:31:00Z,Make and share this Baked Acorn Squash With Spicy Maple Syrup recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/YC6ccuORQHSH4Gwjslqt_Acorn1%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/picJ36kVJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/7dyH1op3R6emEv7naMLU_Acorn3%20(1%20of%201).jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/nw8IlkYbQHOFhfTxqmTc_Acorn2%20(1%20of%201).jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/IXHVmk6VThy39n8Rtbg2_P1010005.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/mE31q3U3SCGrU7wCBMz8_CAM00106.jpg"")",Vegetable,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Oven"", ""Easy"")","c(""2"", ""2"", ""6"", ""1"", ""1"")","c(""acorn squash"", ""unsalted butter"", ""pure maple syrup"", ""cinnamon"", ""nutmeg"")",5.0,38.0,143.6,4.0,2.5,10.2,7.2,28.4,2.2,12.1,1.2,6.0,,"c(""Heat oven to 350 degrees."", ""Split the squash into thirds and remove the seeds."", ""Cut a slice off the bottom of each piece so that it sits evenly, skin-side down, in a 9 x 13-inch glass baking dish."", ""In the hollow of each piece, place 1 teaspoon unsalted butter, 1 tablespoon maple syrup, cinnamon and nutmeg to taste. Bake in the heated oven until fork tender, about 45 minutes."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/YC6ccuORQHSH4Gwjslqt_Acorn1%20(1%20of%201).jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/picJ36kVJ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/56/7dyH1op3R6emEv7naMLU_Acorn3%20(1%20of%201).jpg']","['acorn squash', 'unsalted butter', 'pure maple syrup', 'cinnamon', 'nutmeg']"
